Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Video_ID,Duration,Thumbnail_URL
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-24,16:04,Polski „człowiek-pająk”: wspina się bez lin na drapacze chmur - Marcin Banot BNT,"Marcin Banot BNT – jeden z dziesięciu na świecie ekstremalnych wspinaczy free solo, który zasłynął z ekstremalnych wejść na wieżowce bez lin i bez asekuracji. 
Podróżnik i wideobloger znany na YouTube także jako BNT. 

W rozmowie Marcin Banot opowiada o tym, co pcha go na szczyty wieżowców,  jakie uczucia towarzyszą staniu na krawędzi wieżowca na wysokości 100m bez asekuracji, o własnych granicach i o tym, czy da się oswoić strach i czy igranie ze śmiercią to codzienność jego życia. 
__________________________
Więcej materiałów z rozmowy znajdziesz na: 
☚ IG: https://www.instagram.com/cyprianmajcher/
☚ FB: https://www.facebook.com/elitementalitypodcast/


✅ Kliknij SUBSKRYBUJ, by nie przegapić kolejnych odcinków.
👍 Zostaw KOMENTARZ i łapkę w górę, jeśli cenisz wartościowe rozmowy.


Podcast dostępny także na:
☚ Spotify http://tiny.cc/elitementalityspotify
☚ Apple Podcast http://tinny.cc/elitementalityapple

__________________________
☚ Partnerem podcastu jest Solve Labs. 
Naturalne wspomaganie ciała i umysłu na bazie naturalnych ekstraktów. 
Hasło zniżkowe z najwyższą na rynku zniżką: elitementality12
Więcej informacji na stronie https://www.solvelabs.eu

__________________________
☚ Partnerem odcinka jest sklep SFD. 
Zdrowa żywność bez cukru i wysokiej jakości suplementy.
Hasło zniżkowe: Cyprian
Więcej informacji na stronie: https://sklep.sfd.pl

__________________________
📩  Współpraca:
Napisz: cyprian.majcher@gmail.com

ROZDZIAŁY:
00:00:00 Dzisiaj w odcinku.
00:03:04 - Wychowanie i pierwsze doświadczenia z wysokością
00:06:46 - Oswajanie lęku wysokości 
00:08:56 - Wspinaczka bez zabezpieczeń i początki urban climbingu
00:12:32 - Adrenalina, ryzyko i sens wspinaczki
00:15:49 - Inne formy adrenaliny i osobiste preferencje
00:17:43 - Analiza budynków i wybór obiektów do wspinaczki
00:20:03 - Inspiracje i rola Alaina Roberta
00:23:17 - Przygotowania do wejścia na Mariott i wyzwania
00:25:55 - Nieprzewidywalne zagrożenia i ryzyko
00:29:55 - Zaufanie do ciała i adaptacja do wysokości
00:34:16 - Strach, koncentracja i adaptacja psychiczna
00:38:12 - Humor i sytuacje kryzysowe podczas wspinaczki
00:42:31 - Konsekwencje i doświadczenia z aresztem
00:50:06 - Reakcje służb podczas wspinaczki
00:54:58 - Popularność, dbiór społeczny i etyka wspinaczki
00:59:40 - Procedury ratunkowe i reakcje widzów
01:00:41 - Finanse, monetyzacja i sponsorzy
01:03:09 - Odpowiedzialność i motywacja wobec widzów
01:07:01 - Wspinaczka w grupie i środowisko urban climberów
01:11:14 - Reakcje rodziców i perspektywa rodzinna
01:13:54 - Refleksje nad życiem i przyszłością

#bnt #marcinbanot #wspinaczka","podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",long,21403,1082,114,0,hd,false,True,22,_rhGztxbGIU,PT1H18M9S,https://i.ytimg.com/vi/_rhGztxbGIU/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-24,11:00,To wydarzenie w fabryce zapamiętam do końca życia - Robert Bernatowicz,,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",long,28474,740,15,0,hd,false,True,27,cZw2PISI2Po,PT1M3S,https://i.ytimg.com/vi/cZw2PISI2Po/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-24,07:00,Dlaczego niektóre dusze zostają na ziemi? - Robert Bernatowicz,,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",long,23055,587,9,0,hd,false,True,27,dZV9iSQAu58,PT1M27S,https://i.ytimg.com/vi/dZV9iSQAu58/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-23,16:01,Nie wierzę w agresywne teorie spiskowe - Robert Bernatowicz,,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",shorts,13212,291,5,0,hd,false,True,27,qNMDytvDSXM,PT39S,https://i.ytimg.com/vi/qNMDytvDSXM/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-23,13:01,"Śniła mi się, a potem odkryłem jej tragiczną przeszłość - Robert Bernatowicz",,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",long,79534,1154,32,0,hd,false,True,27,cvD-lP7XKpI,PT1M16S,https://i.ytimg.com/vi/cvD-lP7XKpI/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-23,10:00,Reinkarnacja naprawdę ma swoje dowody - Robert Bernatowicz,,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",shorts,68047,1392,66,0,hd,false,True,27,W1dKRyliSIE,PT44S,https://i.ytimg.com/vi/W1dKRyliSIE/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-23,07:00,Czy człowiek może odrodzić się jako zwierzę? - Robert Bernatowicz,,"podcast, cyprian majcher, wywiad, robert bernatowicz, fundacja nautilus, duchowość, rozwój osobisty, świadomość, życie po życiu, sens życia, energia, medytacja, duchowy rozwój, inspiracja, refleksja, czakry, reinkarnacja, dusza, energia człowieka, tajemnice wszechświata, zjawiska niewyjaśnione, mistycyzm, rozwój duchowy",shorts,46126,854,61,0,hd,false,True,27,32_ULO6844w,PT52S,https://i.ytimg.com/vi/32_ULO6844w/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,15:30,"Hartuję się, żeby strach mnie nie sparaliżował - Marcin Banot BNT",,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,2877,36,0,0,hd,false,True,22,zg48_AzLQWM,PT49S,https://i.ytimg.com/vi/zg48_AzLQWM/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,11:30,Podczas wspinaczki nic nie jest w stanie mnie zdekoncentrować - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,3603,26,2,0,hd,false,True,22,jhL53vxjTac,PT34S,https://i.ytimg.com/vi/jhL53vxjTac/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,07:36,"Nie byłem gotowy na Marriott, tam naprawdę się bałem - Marcin Banot BNT",,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,6065,64,2,0,hd,false,True,22,WQ0ftkSqeWE,PT48S,https://i.ytimg.com/vi/WQ0ftkSqeWE/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-24,18:30,04 Bezkarność Rosyjskich Żołnierzy – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,13333,157,1,0,hd,false,True,27,gXNzompfxUg,PT35S,https://i.ytimg.com/vi/gXNzompfxUg/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-24,17:45,03 Jak Działa Rosyjska Propaganda? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,4352,44,0,0,hd,false,True,27,F0ncmB4cRT8,PT23S,https://i.ytimg.com/vi/F0ncmB4cRT8/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-24,17:15,02 Dlaczego Rosjanie Idą Na Wojnę? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke",,shorts,20560,350,11,0,hd,false,True,27,mv4Cf0vYsb0,PT44S,https://i.ytimg.com/vi/mv4Cf0vYsb0/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-24,16:59,#483 Jak Ludzie Zmagają Się z Zabiciem Człowieka? Jak Rosjanie Traktują Polaków? - Arleta Bojke,"Wejdź na https://hecato.pl/e483 i zobacz, co dla Ciebie przygotowaliśmy.

Współpraca: partner@pgpodcast.pl

Dodatkowe materiały znajdziesz tutaj: https://www.instagram.com/przemekgorczyk/

🎧 Słuchaj na Spotify: https://open.spotify.com/episode/6hhyrP50ror1hitjm0PL3U

Dziennikarka TVP, reporterka, w latach 2010-2014 korespondentka w Moskwie. Relacjonowała m.in.: rosyjskie i ukraińskie wybory, największe antyputinowskie protesty w Rosji na przełomie 2011 i 2012 roku, rosyjskie śledztwo ws. katastrofy smoleńskiej, protesty na kijowskim Majdanie, przejęcie Krymu i wybuch konfliktu zbrojnego w Donbasie. Za swoją pracę na Ukrainie w 2014 roku uhonorowana Wiktorem w kategorii Dziennikarz Roku oraz nagrodą Stowarzyszenia Mediatory w kategorii TORpeda.

Linki:
Instagram: https://www.instagram.com/arleta.bojke/
YouTube: https://www.youtube.com/@koniecswiata_arletabojke
Twitter: https://x.com/abojke
Facebook: https://www.facebook.com/profile.php?id=61555787012252


---
Zostań subskrybentem newslettera Przemek Górczyk Podcast: https://pgpodcast.pl/news.

Przeczytasz w nim o kulisach prowadzenia podcastu i znajdziesz polecenia bardzo mocnych książek od moich gości.
---

Spis treści:
00:00:00 Dzisiaj w odcinku
00:01:52 Arleta Bojke
00:03:53 Nowe media
00:10:58 Rok 2014 na Ukrainie
00:17:57 Trudność z dostaniem się do Rosji
00:20:56 Wojna czy operacja specjalna?
00:22:36 Doświadczenia z Rosji
00:29:37 Przemoc domowa w Rosji
00:34:38 Wywiad z Putinem
00:42:26 Wywiady z osobami wysoko postawionymi
00:56:32 Zdobywanie przychylności dziennikarzy
01:03:35 Internet, cenzura i donoszenie w Rosji
01:10:21 Następcy Putina
01:13:04 Po przerwie
01:16:23 Wpływ propagandy rosyjskiej
01:26:07 Triki dziennikarskie
01:33:55 Trudne sytuacje
01:44:55 Codzienność śmierci
01:50:18 Czy wojna dotrze do Polski
01:55:10 Z czego jestem dumna
02:03:00 Najbliższe plany
02:04:37 Arleta Bojke w Internecie

💽 Playlista kanału: https://www.youtube.com/playlist?list=PLIM2IXHjLzGMA1NjX1-_mizbkiNhaydHt

#482 Magdalena Socha – narcyzm, manipulacja, kłamstwo https://youtu.be/zVahXjv-EjA
#481 prof. Agnieszka Golec De Zavala – toksyczne relacje, narcyz https://youtu.be/QhrO7jHWkkM
#480 Piotr Tynentka – Formuła 1, Aston Martin https://youtu.be/H9Mle6OIZUE
#479 Lotek – stand-up, komik, humor, scena – https://youtu.be/UBl5W7bsuAA
#478 Jarosław Gibas – narcyz, manipulacja, psycholog https://youtu.be/BitzrgHd9C0
#477 prof. Piotr Chomczyński – kryminały, więziennictwo https://youtu.be/cj-VZURvDLE
#476 Piotr Pająk – podróże, youtuber, Syberia https://youtu.be/ApFFXJpBuZg
#475 Bartosz Majewski – biznesmen, marketing, b2b https://youtu.be/1jXPw93EDPE
#474 Szymon Negacz – biznesmen, b2b, marketing https://youtu.be/Yk-TSvQlwO0
#473 Mateusz Gola – pornografia, nałóg, uzależnienie https://youtu.be/BInZi2fXvx4
#472 Marek Zmysłowski – biznes, inwestycje, pieniądze https://youtu.be/82J9KLgmsY0
#471 Łukasz ""Małpa"" Małkiewicz – rap, uzależnienie, muzyka https://youtu.be/K-rxp_hHTMM
#470 Łukasz Bukowiecki – VFX, efekty wizualne, Hollywood https://youtu.be/yt-cjbtysvI
#469 prof. Marcin Majewski – biblia, teologia, starożytność https://youtu.be/2Q5C9Z1euXY
#468 Paweł Kozak – sportowiec, hyrox, triathlon https://youtu.be/lTK6JkrFnSk
#467 Robert Rutkowski – psycholog, nałogi, alkohol https://youtu.be/UMRsOSHcFPc
#466 Magdalena Socha – psycholog, narcyz, borderline https://youtu.be/ppOB_BkGN1I
#465 Franciszek B. Georgiew – sztuczna inteligencja, biznes https://youtu.be/OR0QVhEi0R4
#464 ppłk. Marcin Modrzewski – f16, lotnictwo, pilot https://youtu.be/RdCFqjHiUgI
#463 dr Filip Taterka – egipt, orient, piramidy https://youtu.be/7B7XOlAV0Xg
#462 ks. prof. Andrzej Kobyliński – pedofilia, papież, kościół https://youtu.be/VqmMHv7VxXQ
#461 prof. Wojciech Glac – mózg, neurobiologia, internet https://youtu.be/46BGAjptHro
#460 Piotr ""KęKę"" Siara – raper, muzyk, szczęście https://youtu.be/WAB2Qe-s1Y8
#459 Michał Trollsky – knifemaking, noże, knifemaker https://youtu.be/eRssbD9s_IY
#458 dr Tomasz Mazur – filozofia, przemijanie, emocje https://youtu.be/J1MVb-xwkUY
#457 Michał Pater – autostop, podróże, Kambodża https://youtu.be/G11ggAzEFsU
#456 Jakub Wiech – energetyka, gospodarka, energia, prąd https://youtu.be/HjyaPRaRHyk
#455 Kamil Zachert – Egipt, wykopaliska, podróże https://youtu.be/Ag9sclVxfpI
#454 Floral Bugs – raper, autor tekstów, odwyk https://youtu.be/CDsXoqyZZg8 
#453 prof. Katarzyna Pachniak – islam, muzułmanie, orient https://youtu.be/V82nQBa96aY
#452 Filip Kosior – aktor, lektor, audiobooki https://youtu.be/f-YqiwgQttI
#451 Monika Witkowska – wspinaczka, góry, podróże https://youtu.be/-uFFLqg9pg4

#Rosja #polityka #dziennikarstwo","kto przejmie schedę po Putinie, czego nauczy Cię wojsko, kto przejmie władzę po putinie, dlaczego rosjanie idą na wojnę, kto ponosi winę za Katyń",long,26562,1157,123,0,hd,false,True,27,ayNRIZ6VdHk,PT2H6M7S,https://i.ytimg.com/vi/ayNRIZ6VdHk/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-23,17:10,01 Kto Przejmie Władzę Po Putinie? – ft. Arleta Bojke (premiera w niedzielę o 19:00),"Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

#dziennikarka #TVP #korespondentka

YouTube Gościni: @koniecswiata_arletabojke",,shorts,11832,124,2,0,hd,false,True,27,3mQ_a_4jPRc,PT25S,https://i.ytimg.com/vi/3mQ_a_4jPRc/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,17:01,01 To Napisał Psycholog – ft. prof. Wojciech Kulesza (premiera we wtorek o 19:00),"Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,17299,212,10,0,hd,false,True,27,yZab16-m7Ec,PT40S,https://i.ytimg.com/vi/yZab16-m7Ec/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,12:00,09 Jak Użyć Metody Na Pewniaka? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,16645,287,7,0,hd,false,True,27,HO1TdoQjZQk,PT50S,https://i.ytimg.com/vi/HO1TdoQjZQk/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,11:00,08 Co Dzieje Się w Strefie Gazy? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,long,7664,140,6,0,hd,false,True,27,WxTOTQj3k3w,PT1M5S,https://i.ytimg.com/vi/WxTOTQj3k3w/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,10:01,07 Jak Rosjanie Zachowują Się Wobec Siebie? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,22035,360,13,0,hd,false,True,27,z5dOqf9SXVQ,PT1M,https://i.ytimg.com/vi/z5dOqf9SXVQ/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,09:00,06 Szczerość Białoruskiego Prezydenta – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,8448,141,1,0,hd,false,True,27,1gvMvkzVrBE,PT32S,https://i.ytimg.com/vi/1gvMvkzVrBE/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-25,08:00,05 Kim Jest Polak Dla Rosyjskiego Polityka? – ft. Arleta Bojke,"Całość rozmowy oglądaj tutaj: https://youtu.be/ayNRIZ6VdHk
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/

Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

YouTube Gościni:  @koniecswiata_arletabojke ​",,shorts,17168,244,14,0,hd,false,True,27,Mx8mA7l80LE,PT40S,https://i.ytimg.com/vi/Mx8mA7l80LE/default.jpg
Biznes Klasa,UCBGMZgxsjFo_S1KFp_l8nnA,2025-08-24,15:00,"Dwie walizki, bez znajomości polskiego. Dziś firma warta 2 MILIARDY - Gregoire Nitot Sii Polska","Francuz Gregoire Nitot postanowił spróbować szczęścia w Polsce. Dziś prowadzi firmę z branży IT z ponad 7 tys. pracowników i przychodami rzędu 2,1 mld zł. Filozofia prowadzenia biznesu od początku była jednak jasna: ""100 procent zysku inwestujemy w rozwój"". - Większą frajdę daje mi otwieranie nowego oddziału czy rozwijanie oferty niż kupowanie sobie samochodu - przyznał gość ""Biznes Klasy""

[Współpraca reklamowa] Podróż w Biznes Klasie odbywa się modelem Mazda CX-80 https://www.mazda.pl/modele/mazda-cx-80/#/?utm_id=1-542545024704&utm_source=wp&utm_medium=display&utm_campaign=mmpol_pdm_cx80_lch_oth_aw_wp_partn1_pl_159_0125&campaign_focus=mazdacx-80_5wgn&campaigncode=mmpol_pdm_cx80_lch_oth_aw_wp_partn1_pl_159_0125

[Współpraca reklamowa] Sponsorem programu jest PKO Bank Polski
Sprawdź leasing online w PKO Banku Polskim. Pamiętaj, udzielenie kredytu zależy od zdolności kredytowej: https://www.pkobp.pl/firmy/leasing/leasing-samochod/?utm_source=yt_biznesklasa&utm_campaign=contentm

00:00:00 Najlepsze fragmenty  
00:01:42 Specyfikacja firmy Sii Polska  
00:05:44 Dlaczego Polska? 
00:11:05 Bankructwo na start 
00:14:10 Początek biznesu w Polsce 
00:27:23 Poszukiwanie pierwszego klienta 
00:31:03 Jak zmieniła się Polska w oczach Nitota? 
00:36:54 Rynek IT w Polsce i we Francji  
00:40:02 Marka polskiego pracownika 
00:42:48 Przewagi Polski 
00:44:55 Najtrudniejsze momenty dla Sii 
00:57:39 Inwestycja w Polonię Warszawa  
01:04:45 Długoterminowe cele klubu","łukasz kijek, biznes klasa, rozmowa, wywiad, biznes, wywiad w samochodzie",long,6813,126,16,0,hd,false,True,22,V7H1z_nFfsg,PT1H10M8S,https://i.ytimg.com/vi/V7H1z_nFfsg/default.jpg
Wywiadowcy Podcast,UChgp0bnprzgBQLWAc-PEgvg,2025-08-25,11:00,Prof. Antoni Dudek o pracy doktorskiej prezydenta Nawrockiego #shorts,,"wywiadowcy podcast, wywiadowcy, na dachu, rozmowa, wywiad, polityka, dudek wywiadowcy, antoni dudek rozmowa, antoni dudek wywiad, dudek rozmowa, dudek wywiad, dudek, antoni dudek, profesor dudek, elita, wybory prezydenckie, przegrana, doktorat, karol nawrocki, prezydent, recenzja, praca doktorska, życiorys, ocena",shorts,1723,23,3,0,hd,true,True,25,IUV7nTgHCxw,PT1M,https://i.ytimg.com/vi/IUV7nTgHCxw/default.jpg
